지역,연월,인구수,화물차수
전북특별자치도 고창군,202407,51091,8023
전북특별자치도 고창군,202408,50997,8164
전북특별자치도 고창군,202409,50911,8173
전북특별자치도 고창군,202410,50968,8022
전북특별자치도 고창군,202411,50917,8145
전북특별자치도 고창군,202412,50817,8009
전북특별자치도 고창군,202501,50707,7961
전북특별자치도 고창군,202502,50626,8009
전북특별자치도 고창군,202503,50691,7998
전북특별자치도 고창군,202504,50613,7977
전북특별자치도 고창군,202505,50558,7923
전북특별자치도 고창군,202506,50474,7772
전북특별자치도 고창군,202507,50393,7912
전북특별자치도 고창군,202508,50411,7773
전북특별자치도 고창군,202509,50443,7843
전북특별자치도 고창군,202510,50393,7801
전북특별자치도 고창군,202511,50298,7899
전북특별자치도 고창군,202512,50246,7592
전북특별자치도 고창군,202601,50091,7642
전북특별자치도 고창군,202602,50046,7634
전북특별자치도 고창군,202603,50076,7670
전북특별자치도 고창군,202604,50017,7636
전북특별자치도 고창군,202605,49996,7791
전북특별자치도 고창군,202606,49919,7631
전북특별자치도 고창군,202607,49858,7591
전북특별자치도 군산시,202307,259858,10084
전북특별자치도 군산시,202308,259759,10275
전북특별자치도 군산시,202309,259712,10542
전북특별자치도 군산시,202310,259480,10502
전북특별자치도 군산시,202311,259470,10763
전북특별자치도 군산시,202312,259128,10866
전북특별자치도 군산시,202401,258818,10705
전북특별자치도 군산시,202402,258508,10834
전북특별자치도 군산시,202403,258147,11022
전북특별자치도 군산시,202404,257997,11106
전북특별자치도 군산시,202405,257894,11247
전북특별자치도 군산시,202406,257824,11455
전북특별자치도 군산시,202407,257738,11401
전북특별자치도 군산시,202408,257598,11730
전북특별자치도 군산시,202409,257417,11776
전북특별자치도 군산시,202410,257412,12009
전북특별자치도 군산시,202411,257352,12020
전북특별자치도 군산시,202412,257230,12061
전북특별자치도 군산시,202501,257013,12182
전북특별자치도 군산시,202502,256630,12266
전북특별자치도 군산시,202503,256211,12457
전북특별자치도 군산시,202504,256030,12364
전북특별자치도 군산시,202505,255908,12566
전북특별자치도 군산시,202506,255785,12785
전북특별자치도 군산시,202507,255827,12686
전북특별자치도 군산시,202508,255771,12948
전북특별자치도 군산시,202509,255760,12923
전북특별자치도 군산시,202510,255796,13294
전북특별자치도 군산시,202511,255691,13224
전북특별자치도 군산시,202512,255472,12919
전북특별자치도 군산시,202601,255310,13501
전북특별자치도 군산시,202602,255071,13690
전북특별자치도 군산시,202603,254754,13660
전북특별자치도 군산시,202604,254808,13468
전북특별자치도 군산시,202605,254862,13829
전북특별자치도 군산시,202606,254797,13756
전북특별자치도 군산시,202607,254737,14319
전북특별자치도 김제시,202307,81634,3224
전북특별자치도 김제시,202308,81516,3259
전북특별자치도 김제시,202309,81445,3295
전북특별자치도 김제시,202310,81382,3314
전북특별자치도 김제시,202311,81307,3342
전북특별자치도 김제시,202312,81235,3320
전북특별자치도 김제시,202401,81180,3340
전북특별자치도 김제시,202402,81132,3412
전북특별자치도 김제시,202403,81051,3402
전북특별자치도 김제시,202404,80997,3578
전북특별자치도 김제시,202405,80918,3487
전북특별자치도 김제시,202406,80833,3562
전북특별자치도 김제시,202407,80738,3461
전북특별자치도 김제시,202408,80668,3552
전북특별자치도 김제시,202409,80504,3622
전북특별자치도 김제시,202410,80426,3623
전북특별자치도 김제시,202411,80307,3668
전북특별자치도 김제시,202412,80440,3610
전북특별자치도 김제시,202501,80787,3733
전북특별자치도 김제시,202502,80944,3690
전북특별자치도 김제시,202503,80994,3789
전북특별자치도 김제시,202504,81025,3857
전북특별자치도 김제시,202505,81075,3849
전북특별자치도 김제시,202506,81198,3846
전북특별자치도 김제시,202507,81236,3811
전북특별자치도 김제시,202508,81264,3993
전북특별자치도 김제시,202509,81409,3970
전북특별자치도 김제시,202510,81379,3975
전북특별자치도 김제시,202511,81478,4078
전북특별자치도 김제시,202512,81496,4023
전북특별자치도 김제시,202601,81644,4065
전북특별자치도 김제시,202602,81562,4149
전북특별자치도 김제시,202603,81532,4104
전북특별자치도 김제시,202604,81572,4169
전북특별자치도 김제시,202605,81478,4166
전북특별자치도 김제시,202606,81443,4206
전북특별자치도 김제시,202607,81480,4142
전북특별자치도 남원시,202307,77085,2886
전북특별자치도 남원시,202308,76969,2841
전북특별자치도 남원시,202309,76857,2867
전북특별자치도 남원시,202310,76808,2874
전북특별자치도 남원시,202311,76720,2899
전북특별자치도 남원시,202312,76618,2839
전북특별자치도 남원시,202401,76502,2824
전북특별자치도 남원시,202402,76316,2864
전북특별자치도 남원시,202403,76190,2820
전북특별자치도 남원시,202404,76070,2891
전북특별자치도 남원시,202405,75985,2827
전북특별자치도 남원시,202406,75918,2795
전북특별자치도 남원시,202407,75771,2848
전북특별자치도 남원시,202408,75630,2795
전북특별자치도 남원시,202409,75480,2839
전북특별자치도 남원시,202410,75412,2821
전북특별자치도 남원시,202411,75360,2836
전북특별자치도 남원시,202412,75469,2768
전북특별자치도 남원시,202501,75434,2794
전북특별자치도 남원시,202502,75161,2741
전북특별자치도 남원시,202503,75069,2783
전북특별자치도 남원시,202504,74986,2741
전북특별자치도 남원시,202505,74910,2726
전북특별자치도 남원시,202506,74857,2811
전북특별자치도 남원시,202507,74834,2744
전북특별자치도 남원시,202508,74717,2804
전북특별자치도 남원시,202509,74568,2745
전북특별자치도 남원시,202510,74423,2791
전북특별자치도 남원시,202511,74286,2782
전북특별자치도 남원시,202512,74109,2751
전북특별자치도 남원시,202601,74201,2709
전북특별자치도 남원시,202602,74081,2705
전북특별자치도 남원시,202603,73910,2774
전북특별자치도 남원시,202604,73901,2721
전북특별자치도 남원시,202605,73781,2664
전북특별자치도 남원시,202606,73656,2731
전북특별자치도 남원시,202607,73585,2756
전북특별자치도 무주군,202307,23356,1775
전북특별자치도 무주군,202308,23333,1781
전북특별자치도 무주군,202309,23308,1760
전북특별자치도 무주군,202310,23278,1762
전북특별자치도 무주군,202311,23259,1769
전북특별자치도 무주군,202312,23213,1793
전북특별자치도 무주군,202401,23183,1788
전북특별자치도 무주군,202402,23122,1794
전북특별자치도 무주군,202403,23128,1803
전북특별자치도 무주군,202404,23122,1821
전북특별자치도 무주군,202405,23100,1880
전북특별자치도 무주군,202406,23088,1815
전북특별자치도 무주군,202407,23077,1871
전북특별자치도 무주군,202408,23066,1872
전북특별자치도 무주군,202409,23067,1854
전북특별자치도 무주군,202410,23073,1908
전북특별자치도 무주군,202411,23025,1876
전북특별자치도 무주군,202412,22991,1908
전북특별자치도 무주군,202501,22982,1875
전북특별자치도 무주군,202502,22945,1895
전북특별자치도 무주군,202503,22951,1904
전북특별자치도 무주군,202504,22938,1890
전북특별자치도 무주군,202505,22908,1901
전북특별자치도 무주군,202506,22880,1954
전북특별자치도 무주군,202507,22870,1930
전북특별자치도 무주군,202508,22806,1929
전북특별자치도 무주군,202509,22779,1939
전북특별자치도 무주군,202510,22782,2000
전북특별자치도 무주군,202511,22747,1939
전북특별자치도 무주군,202512,22754,1991
전북특별자치도 무주군,202601,22744,1983
전북특별자치도 무주군,202602,22838,2015
전북특별자치도 무주군,202603,23030,1982
전북특별자치도 무주군,202604,23121,1999
전북특별자치도 무주군,202605,23166,2033
전북특별자치도 무주군,202606,23292,2034
전북특별자치도 무주군,202607,23378,2005
전북특별자치도 부안군,202307,49516,5857
전북특별자치도 부안군,202308,49418,5786
전북특별자치도 부안군,202309,49342,5929
전북특별자치도 부안군,202310,49194,5770
전북특별자치도 부안군,202311,49055,5930
전북특별자치도 부안군,202312,48989,5778
전북특별자치도 부안군,202401,48859,5999
전북특별자치도 부안군,202402,48723,5903
전북특별자치도 부안군,202403,48621,5872
전북특별자치도 부안군,202404,48534,5877
전북특별자치도 부안군,202405,48459,5837
전북특별자치도 부안군,202406,48396,5890
전북특별자치도 부안군,202407,48356,5737
전북특별자치도 부안군,202408,48213,5811
전북특별자치도 부안군,202409,48111,5996
전북특별자치도 부안군,202410,48036,5898
전북특별자치도 부안군,202411,47956,5925
전북특별자치도 부안군,202412,47863,5899
전북특별자치도 부안군,202501,47791,5885
전북특별자치도 부안군,202502,47667,5782
전북특별자치도 부안군,202503,47604,5901
전북특별자치도 부안군,202504,47516,5850
전북특별자치도 부안군,202505,47470,5789
전북특별자치도 부안군,202506,47397,5807
전북특별자치도 부안군,202507,47315,5986
전북특별자치도 부안군,202508,47279,5884
전북특별자치도 부안군,202509,47272,5839
전북특별자치도 부안군,202510,47249,5909
전북특별자치도 부안군,202511,47150,5880
전북특별자치도 부안군,202512,47053,5926
전북특별자치도 부안군,202601,47026,5890
전북특별자치도 부안군,202602,46931,5984
전북특별자치도 부안군,202603,46873,5898
전북특별자치도 부안군,202604,46873,6020
전북특별자치도 부안군,202605,46858,6025
전북특별자치도 부안군,202606,46795,5752
전북특별자치도 부안군,202607,46775,6024
전북특별자치도 순창군,202307,26765,919
전북특별자치도 순창군,202308,26713,919
전북특별자치도 순창군,202309,26713,910
전북특별자치도 순창군,202310,26704,922
전북특별자치도 순창군,202311,26699,951
전북특별자치도 순창군,202312,26714,924
전북특별자치도 순창군,202401,26695,900
전북특별자치도 순창군,202402,26757,929
전북특별자치도 순창군,202403,26756,909
전북특별자치도 순창군,202404,26755,918
전북특별자치도 순창군,202405,26725,932
전북특별자치도 순창군,202406,26738,931
전북특별자치도 순창군,202407,26766,903
전북특별자치도 순창군,202408,26771,943
전북특별자치도 순창군,202409,26755,942
전북특별자치도 순창군,202410,26715,927
전북특별자치도 순창군,202411,26705,930
전북특별자치도 순창군,202412,26770,941
전북특별자치도 순창군,202501,26737,942
전북특별자치도 순창군,202502,26779,955
전북특별자치도 순창군,202503,26747,934
전북특별자치도 순창군,202504,26773,948
전북특별자치도 순창군,202505,26747,946
전북특별자치도 순창군,202506,26730,930
전북특별자치도 순창군,202507,26701,942
전북특별자치도 순창군,202508,26683,938
전북특별자치도 순창군,202509,26680,964
전북특별자치도 순창군,202510,27017,979
전북특별자치도 순창군,202511,27518,971
전북특별자치도 순창군,202512,27649,965
전북특별자치도 순창군,202601,27603,978
전북특별자치도 순창군,202602,27625,956
전북특별자치도 순창군,202603,27569,953
전북특별자치도 순창군,202604,27550,978
전북특별자치도 순창군,202605,27551,976
전북특별자치도 순창군,202606,27524,992
전북특별자치도 순창군,202607,27582,975
전북특별자치도 완주군,202307,96152,5483
전북특별자치도 완주군,202308,96704,5456
전북특별자치도 완주군,202309,96930,5354
전북특별자치도 완주군,202310,97130,5562
전북특별자치도 완주군,202311,97406,5506
전북특별자치도 완주군,202312,97625,5612
전북특별자치도 완주군,202401,98072,5795
전북특별자치도 완주군,202402,98385,5752
전북특별자치도 완주군,202403,98458,5790
전북특별자치도 완주군,202404,98569,5871
전북특별자치도 완주군,202405,98577,5972
전북특별자치도 완주군,202406,98669,6025
전북특별자치도 완주군,202407,98739,5955
전북특별자치도 완주군,202408,98815,6063
전북특별자치도 완주군,202409,98836,6038
전북특별자치도 완주군,202410,98858,6208
전북특별자치도 완주군,202411,98885,6113
전북특별자치도 완주군,202412,99063,6157
전북특별자치도 완주군,202501,99454,6276
전북특별자치도 완주군,202502,99457,6288
전북특별자치도 완주군,202503,99606,6238
전북특별자치도 완주군,202504,99715,6574
전북특별자치도 완주군,202505,99834,6591
전북특별자치도 완주군,202506,99925,6568
전북특별자치도 완주군,202507,100020,6674
전북특별자치도 완주군,202508,100122,6666
전북특별자치도 완주군,202509,100169,6701
전북특별자치도 완주군,202510,100289,6803
전북특별자치도 완주군,202511,100301,6884
전북특별자치도 완주군,202512,100219,6872
전북특별자치도 완주군,202601,100146,6928
전북특별자치도 완주군,202602,100133,7076
전북특별자치도 완주군,202603,99899,7174
전북특별자치도 완주군,202604,99876,7045
전북특별자치도 완주군,202605,99815,7030
전북특별자치도 완주군,202606,99885,7260
전북특별자치도 완주군,202607,100163,7236
전북특별자치도 익산시,202307,270339,23905
전북특별자치도 익산시,202308,269936,23867
전북특별자치도 익산시,202309,269703,24853
전북특별자치도 익산시,202310,269496,23917
전북특별자치도 익산시,202311,269213,24693
전북특별자치도 익산시,202312,268983,24792
전북특별자치도 익산시,202401,268376,24540
전북특별자치도 익산시,202402,267879,25300
전북특별자치도 익산시,202403,267615,25931
전북특별자치도 익산시,202404,267434,25619
전북특별자치도 익산시,202405,267227,25944
전북특별자치도 익산시,202406,267088,26219
전북특별자치도 익산시,202407,266843,26195
전북특별자치도 익산시,202408,266653,26610
전북특별자치도 익산시,202409,266553,26190
전북특별자치도 익산시,202410,266827,26773
전북특별자치도 익산시,202411,266980,26731
전북특별자치도 익산시,202412,266919,26779
전북특별자치도 익산시,202501,266578,27490
전북특별자치도 익산시,202502,266244,28219
전북특별자치도 익산시,202503,266551,27731
전북특별자치도 익산시,202504,266707,28767
전북특별자치도 익산시,202505,266642,28195
전북특별자치도 익산시,202506,266541,28136
전북특별자치도 익산시,202507,266578,28701
전북특별자치도 익산시,202508,266478,29277
전북특별자치도 익산시,202509,266438,29404
전북특별자치도 익산시,202510,266279,28792
전북특별자치도 익산시,202511,266151,28725
전북특별자치도 익산시,202512,266006,29656
전북특별자치도 익산시,202601,265894,29936
전북특별자치도 익산시,202602,265733,29902
전북특별자치도 익산시,202603,265909,30553
전북특별자치도 익산시,202604,265887,30346
전북특별자치도 익산시,202605,265762,30486
전북특별자치도 익산시,202606,265701,31024
전북특별자치도 익산시,202607,265649,31870
전북특별자치도 임실군,202307,26144,1631
전북특별자치도 임실군,202308,26077,1645
전북특별자치도 임실군,202309,26027,1648
전북특별자치도 임실군,202310,25996,1627
전북특별자치도 임실군,202311,25944,1628
전북특별자치도 임실군,202312,25907,1632
전북특별자치도 임실군,202401,25835,1650
전북특별자치도 임실군,202402,25812,1675
전북특별자치도 임실군,202403,25789,1669
전북특별자치도 임실군,202404,25766,1662
전북특별자치도 임실군,202405,25805,1627
전북특별자치도 임실군,202406,25810,1661
전북특별자치도 임실군,202407,25759,1655
전북특별자치도 임실군,202408,25715,1636
전북특별자치도 임실군,202409,25645,1693
전북특별자치도 임실군,202410,25582,1644
전북특별자치도 임실군,202411,25554,1697
전북특별자치도 임실군,202412,25530,1659
전북특별자치도 임실군,202501,25530,1690
전북특별자치도 임실군,202502,25491,1649
전북특별자치도 임실군,202503,25484,1664
전북특별자치도 임실군,202504,25439,1631
전북특별자치도 임실군,202505,25382,1690
전북특별자치도 임실군,202506,25357,1728
전북특별자치도 임실군,202507,25302,1694
전북특별자치도 임실군,202508,25248,1703
전북특별자치도 임실군,202509,25255,1730
전북특별자치도 임실군,202510,25219,1708
전북특별자치도 임실군,202511,25188,1710
전북특별자치도 임실군,202512,25218,1677
전북특별자치도 임실군,202601,25258,1706
전북특별자치도 임실군,202602,25269,1709
전북특별자치도 임실군,202603,25259,1732
전북특별자치도 임실군,202604,25291,1735
전북특별자치도 임실군,202605,25308,1732
전북특별자치도 임실군,202606,25304,1712
전북특별자치도 임실군,202607,25270,1725
전북특별자치도 장수군,202307,21055,2431
전북특별자치도 장수군,202308,21057,2399
전북특별자치도 장수군,202309,21040,2375
전북특별자치도 장수군,202310,21011,2358
전북특별자치도 장수군,202311,20981,2450
전북특별자치도 장수군,202312,20957,2407
전북특별자치도 장수군,202401,20927,2394
전북특별자치도 장수군,202402,20857,2435
전북특별자치도 장수군,202403,20818,2439
전북특별자치도 장수군,202404,20809,2404
전북특별자치도 장수군,202405,20788,2378
전북특별자치도 장수군,202406,20764,2355
전북특별자치도 장수군,202407,20736,2356
전북특별자치도 장수군,202408,20734,2402
전북특별자치도 장수군,202409,20725,2360
전북특별자치도 장수군,202410,20702,2430
전북특별자치도 장수군,202411,20670,2393
전북특별자치도 장수군,202412,20633,2421
전북특별자치도 장수군,202501,20588,2375
전북특별자치도 장수군,202502,20524,2384
전북특별자치도 장수군,202503,20472,2416
전북특별자치도 장수군,202504,20461,2377
전북특별자치도 장수군,202505,20459,2436
전북특별자치도 장수군,202506,20445,2414
전북특별자치도 장수군,202507,20414,2358
전북특별자치도 장수군,202508,20359,2461
전북특별자치도 장수군,202509,20364,2410
전북특별자치도 장수군,202510,20345,2445
전북특별자치도 장수군,202511,20392,2413
전북특별자치도 장수군,202512,20887,2424
전북특별자치도 장수군,202601,20982,2451
전북특별자치도 장수군,202602,21018,2401
전북특별자치도 장수군,202603,21056,2386
전북특별자치도 장수군,202604,21083,2390
전북특별자치도 장수군,202605,21110,2380
전북특별자치도 장수군,202606,21137,2407
전북특별자치도 장수군,202607,21148,2393
전북특별자치도 전주시 덕진구,202307,315625,21580
전북특별자치도 전주시 덕진구,202308,315409,20995
전북특별자치도 전주시 덕진구,202309,315332,21764
전북특별자치도 전주시 덕진구,202310,315256,21164
전북특별자치도 전주시 덕진구,202311,315084,21225
전북특별자치도 전주시 덕진구,202312,314855,20962
전북특별자치도 전주시 덕진구,202401,314483,21358
전북특별자치도 전주시 덕진구,202402,314524,21260
전북특별자치도 전주시 덕진구,202403,314293,20829
전북특별자치도 전주시 덕진구,202404,314157,20907
전북특별자치도 전주시 덕진구,202405,314503,20997
전북특별자치도 전주시 덕진구,202406,314464,21030
전북특별자치도 전주시 덕진구,202407,314453,20937
전북특별자치도 전주시 덕진구,202408,314244,20877
전북특별자치도 전주시 덕진구,202409,314075,20712
전북특별자치도 전주시 덕진구,202410,313715,20581
전북특별자치도 전주시 덕진구,202411,313387,20712
전북특별자치도 전주시 덕진구,202412,312963,20446
전북특별자치도 전주시 덕진구,202501,312589,20444
전북특별자치도 전주시 덕진구,202502,312303,20108
전북특별자치도 전주시 덕진구,202503,311804,20421
전북특별자치도 전주시 덕진구,202504,311322,20235
전북특별자치도 전주시 덕진구,202505,310998,20415
전북특별자치도 전주시 덕진구,202506,310706,20337
전북특별자치도 전주시 덕진구,202507,310366,19889
전북특별자치도 전주시 덕진구,202508,310151,20196
전북특별자치도 전주시 덕진구,202509,309970,20091
전북특별자치도 전주시 덕진구,202510,309619,20087
전북특별자치도 전주시 덕진구,202511,309028,20127
전북특별자치도 전주시 덕진구,202512,308287,19972
전북특별자치도 전주시 덕진구,202601,307710,19626
전북특별자치도 전주시 덕진구,202602,307489,19607
전북특별자치도 전주시 덕진구,202603,307461,19700
전북특별자치도 전주시 덕진구,202604,307128,19861
전북특별자치도 전주시 덕진구,202605,307027,19672
전북특별자치도 전주시 덕진구,202606,306647,19846
전북특별자치도 전주시 덕진구,202607,306143,19513
전북특별자치도 전주시 완산구,202307,328228,11577
전북특별자치도 전주시 완산구,202308,327762,11596
전북특별자치도 전주시 완산구,202309,327331,11492
전북특별자치도 전주시 완산구,202310,326990,11593
전북특별자치도 전주시 완산구,202311,326720,11617
전북특별자치도 전주시 완산구,202312,326236,11701
전북특별자치도 전주시 완산구,202401,325794,11827
전북특별자치도 전주시 완산구,202402,325276,11661
전북특별자치도 전주시 완산구,202403,324853,11605
전북특별자치도 전주시 완산구,202404,324356,11999
전북특별자치도 전주시 완산구,202405,323722,11897
전북특별자치도 전주시 완산구,202406,323293,11927
전북특별자치도 전주시 완산구,202407,322927,11993
전북특별자치도 전주시 완산구,202408,322653,12196
전북특별자치도 전주시 완산구,202409,322375,12136
전북특별자치도 전주시 완산구,202410,322025,12016
전북특별자치도 전주시 완산구,202411,321583,12397
전북특별자치도 전주시 완산구,202412,320953,12016
전북특별자치도 전주시 완산구,202501,320252,12170
전북특별자치도 전주시 완산구,202502,319658,12278
전북특별자치도 전주시 완산구,202503,318949,12321
전북특별자치도 전주시 완산구,202504,318569,12575
전북특별자치도 전주시 완산구,202505,318212,12507
전북특별자치도 전주시 완산구,202506,317864,12263
전북특별자치도 전주시 완산구,202507,317577,12674
전북특별자치도 전주시 완산구,202508,317335,12560
전북특별자치도 전주시 완산구,202509,317020,12643
전북특별자치도 전주시 완산구,202510,316665,12164
전북특별자치도 전주시 완산구,202511,316097,12705
전북특별자치도 전주시 완산구,202512,315419,12791
전북특별자치도 전주시 완산구,202601,314810,12940
전북특별자치도 전주시 완산구,202602,314236,12928
전북특별자치도 전주시 완산구,202603,313761,12648
전북특별자치도 전주시 완산구,202604,313438,13089
전북특별자치도 전주시 완산구,202605,313085,12991
전북특별자치도 전주시 완산구,202606,312588,12831
전북특별자치도 전주시 완산구,202607,312068,13483
전북특별자치도 정읍시,202307,103860,4362
전북특별자치도 정읍시,202308,103730,4217
전북특별자치도 정읍시,202309,103624,4329
전북특별자치도 정읍시,202310,103413,4256
전북특별자치도 정읍시,202311,103278,4344
전북특별자치도 정읍시,202312,103259,4303
전북특별자치도 정읍시,202401,103234,4292
전북특별자치도 정읍시,202402,103118,4372
전북특별자치도 정읍시,202403,102848,4263
전북특별자치도 정읍시,202404,102721,4292
전북특별자치도 정읍시,202405,102588,4401
전북특별자치도 정읍시,202406,102497,4411
전북특별자치도 정읍시,202407,102356,4377
전북특별자치도 정읍시,202408,102195,4406
전북특별자치도 정읍시,202409,102042,4174
전북특별자치도 정읍시,202410,101899,4413
전북특별자치도 정읍시,202411,101754,4350
전북특별자치도 정읍시,202412,101791,4342
전북특별자치도 정읍시,202501,101651,4323
전북특별자치도 정읍시,202502,101297,4310
전북특별자치도 정읍시,202503,101198,4383
전북특별자치도 정읍시,202504,101108,4360
전북특별자치도 정읍시,202505,101002,4340
전북특별자치도 정읍시,202506,100912,4394
전북특별자치도 정읍시,202507,100799,4360
전북특별자치도 정읍시,202508,100620,4331
전북특별자치도 정읍시,202509,100519,4327
전북특별자치도 정읍시,202510,100432,4495
전북특별자치도 정읍시,202511,100477,4202
전북특별자치도 정읍시,202512,100875,4353
전북특별자치도 정읍시,202601,100884,4398
전북특별자치도 정읍시,202602,100739,4327
전북특별자치도 정읍시,202603,100554,4330
전북특별자치도 정읍시,202604,100479,4308
전북특별자치도 정읍시,202605,100441,4418
전북특별자치도 정읍시,202606,100498,4418
전북특별자치도 정읍시,202607,100392,4409
전북특별자치도 진안군,202307,24575,1151
전북특별자치도 진안군,202308,24551,1162
전북특별자치도 진안군,202309,24495,1183
전북특별자치도 진안군,202310,24481,1174
전북특별자치도 진안군,202311,24420,1193
전북특별자치도 진안군,202312,24412,1230
전북특별자치도 진안군,202401,24403,1225
전북특별자치도 진안군,202402,24425,1218
전북특별자치도 진안군,202403,24417,1234
전북특별자치도 진안군,202404,24447,1266
전북특별자치도 진안군,202405,24392,1237
전북특별자치도 진안군,202406,24365,1264
전북특별자치도 진안군,202407,24357,1239
전북특별자치도 진안군,202408,24306,1308
전북특별자치도 진안군,202409,24228,1302
전북특별자치도 진안군,202410,24197,1312
전북특별자치도 진안군,202411,24158,1295
전북특별자치도 진안군,202412,24110,1305
전북특별자치도 진안군,202501,24165,1329
전북특별자치도 진안군,202502,24202,1358
전북특별자치도 진안군,202503,24175,1350
전북특별자치도 진안군,202504,24188,1372
전북특별자치도 진안군,202505,24169,1383
전북특별자치도 진안군,202506,24140,1363
전북특별자치도 진안군,202507,24122,1417
전북특별자치도 진안군,202508,24148,1437
전북특별자치도 진안군,202509,24157,1435
전북특별자치도 진안군,202510,24145,1436
전북특별자치도 진안군,202511,24189,1408
전북특별자치도 진안군,202512,24198,1468
전북특별자치도 진안군,202601,24233,1473
전북특별자치도 진안군,202602,24238,1493
전북특별자치도 진안군,202603,24268,1487
전북특별자치도 진안군,202604,24321,1482
전북특별자치도 진안군,202605,24362,1528
전북특별자치도 진안군,202606,24631,1502
전북특별자치도 진안군,202607,24798,1533
제주특별자치도 서귀포시,202307,183217,19250
제주특별자치도 서귀포시,202308,183158,19250
제주특별자치도 서귀포시,202309,183025,18584
제주특별자치도 서귀포시,202310,182967,19192
제주특별자치도 서귀포시,202311,182857,19176
제주특별자치도 서귀포시,202312,182596,18936
제주특별자치도 서귀포시,202401,182455,19384
제주특별자치도 서귀포시,202402,182341,18910
제주특별자치도 서귀포시,202403,182172,19119
제주특별자치도 서귀포시,202404,182001,18965
제주특별자치도 서귀포시,202405,181964,19503
제주특별자치도 서귀포시,202406,181636,19242
제주특별자치도 서귀포시,202407,181505,19192
제주특별자치도 서귀포시,202408,181372,18838
제주특별자치도 서귀포시,202409,181206,19326
제주특별자치도 서귀포시,202410,181058,19271
제주특별자치도 서귀포시,202411,180953,19126
제주특별자치도 서귀포시,202412,180950,19360
제주특별자치도 서귀포시,202501,180781,19263
제주특별자치도 서귀포시,202502,180382,19572
제주특별자치도 서귀포시,202503,180202,19555
제주특별자치도 서귀포시,202504,180074,19274
제주특별자치도 서귀포시,202505,179900,19879
제주특별자치도 서귀포시,202506,179521,19479
제주특별자치도 서귀포시,202507,179279,19335
제주특별자치도 서귀포시,202508,179173,19395
제주특별자치도 서귀포시,202509,178980,19156
제주특별자치도 서귀포시,202510,178837,19473
제주특별자치도 서귀포시,202511,178730,19086
제주특별자치도 서귀포시,202512,178627,19435
제주특별자치도 서귀포시,202601,178258,19804
제주특별자치도 서귀포시,202602,178030,19198
제주특별자치도 서귀포시,202603,177838,19159
제주특별자치도 서귀포시,202604,177944,20037
제주특별자치도 서귀포시,202605,177831,19171
제주특별자치도 서귀포시,202606,177702,19521
제주특별자치도 서귀포시,202607,177607,19910
제주특별자치도 제주시,202307,490046,28453
제주특별자치도 제주시,202308,489759,29188
제주특별자치도 제주시,202309,489737,28296
제주특별자치도 제주시,202310,489625,28335
제주특별자치도 제주시,202311,489292,28802
제주특별자치도 제주시,202312,488982,27788
제주특별자치도 제주시,202401,488226,28377
제주특별자치도 제주시,202402,487679,27887
제주특별자치도 제주시,202403,487289,28445
제주특별자치도 제주시,202404,487125,28555
제주특별자치도 제주시,202405,486963,28151
제주특별자치도 제주시,202406,486964,27912
제주특별자치도 제주시,202407,486909,27503
제주특별자치도 제주시,202408,486522,28135
제주특별자치도 제주시,202409,486193,27594
제주특별자치도 제주시,202410,486115,27724
제주특별자치도 제주시,202411,485847,27472
제주특별자치도 제주시,202412,485574,27487
제주특별자치도 제주시,202501,484860,27741
제주특별자치도 제주시,202502,484011,27755
제주특별자치도 제주시,202503,483749,27933
제주특별자치도 제주시,202504,483640,27834
제주특별자치도 제주시,202505,483573,27274
제주특별자치도 제주시,202506,483367,27391
제주특별자치도 제주시,202507,483234,27052
제주특별자치도 제주시,202508,483108,26956
제주특별자치도 제주시,202509,482949,26839
제주특별자치도 제주시,202510,482757,27058
제주특별자치도 제주시,202511,482507,27339
제주특별자치도 제주시,202512,482482,26708
제주특별자치도 제주시,202601,482084,26532
제주특별자치도 제주시,202602,481839,26626
제주특별자치도 제주시,202603,481715,27199
제주특별자치도 제주시,202604,481659,27067
제주특별자치도 제주시,202605,481534,26186
제주특별자치도 제주시,202606,481491,26109
제주특별자치도 제주시,202607,481486,26308
충청남도 계룡시,202307,45571,1845
충청남도 계룡시,202308,45989,1846
충청남도 계룡시,202309,46166,1881
충청남도 계룡시,202310,46362,1936
충청남도 계룡시,202311,46517,1914
충청남도 계룡시,202312,46553,1900
충청남도 계룡시,202401,46604,1972
충청남도 계룡시,202402,46690,1973
충청남도 계룡시,202403,46616,1937
충청남도 계룡시,202404,46608,1983
충청남도 계룡시,202405,46610,1923
충청남도 계룡시,202406,46583,2002
충청남도 계룡시,202407,46580,2001
충청남도 계룡시,202408,46586,2005
충청남도 계룡시,202409,46585,2005
충청남도 계룡시,202410,46522,2054
충청남도 계룡시,202411,46522,2085
충청남도 계룡시,202412,46438,2051
충청남도 계룡시,202501,46204,2065
충청남도 계룡시,202502,45990,2099
충청남도 계룡시,202503,46001,2136
충청남도 계룡시,202504,46008,2102
충청남도 계룡시,202505,46017,2142
충청남도 계룡시,202506,45989,2168
충청남도 계룡시,202507,45984,2225
충청남도 계룡시,202508,45919,2220
충청남도 계룡시,202509,45926,2181
충청남도 계룡시,202510,45879,2185
충청남도 계룡시,202511,45858,2264
충청남도 계룡시,202512,45746,2277
충청남도 계룡시,202601,45784,2275
충청남도 계룡시,202602,45891,2314
